,Cg,Acb,TC,AI,AI-b,AIP,MDThal,DpMe,Au,BLP,BLA,BMA,CA,Cl,PMCo,CPu,PnO,Hipp,Ect,LEnt,Ent,DEn,En,IC,LDThal,CauThal,LS,Mamm,M1,M2,M,SC,MS,DP,MO,VO,PAG,PS,PRh,Pir,PrL,VLThal,RSC,RSC-b,RSA,VMThal,SuC,ot,SN,S2,S1,S1-b,SuM,TeA,Ins,V,V-b,VTA,Cg,Acb,TC,AI,AI-b,AIP,MDThal,DpMe,Au,BLP,BLA,BMA,CA,Cl,PMCo,CPu,PnO,Hipp,Ect,LEnt,Ent,DEn,En,IC,LDThal,CauThal,LS,Mamm,M1,M2,M,SC,MS,DP,MO,VO,PAG,PS,PRh,Pir,PrL,VLThal,RSC,RSC-b,RSA,VMThal,SuC,ot,SN,S2,S1,S1-b,SuM,TeA,Ins,V,V-b,VTA
AI-b,0.039660864,0.163496314,0.001059093,0.356866796,0.250706559,0.027108438,0.022646639,0.002740682,0.005046896,0.013340608,0.007955126,0.000185556,0.004743624,0.043238526,0.0,0.813333614,0.000878359,0.000651276,0.020132473,0.008821635,0.004574679,0.014168761,0.007499685,0.002756208,0.0,0.000942087,0.004436236,4.40574e-05,0.23825275,0.258230167,0.248241458,3.50566e-05,0.001575834,0.257298613,0.107843028,0.20692043,0.102081199,0.000488492,0.00312867,0.065990628,0.123696805,0.014262404,0.000594789,0.000438655,0.000594789,0.006097926,0.001983263,0.019797977,0.00059652,0.005881168,0.024989052,0.000785032,0.001308872,0.036506768,0.022051878,0.0,4.45074e-05,0.001548775,0.089091663,1.650240251,0.072525433,0.58024648,0.436141508,0.141770339,0.025842651,0.035622298,0.019634746,0.102843414,0.071239693,0.006776559,0.063717813,0.19473299,0.000161309,2.316274131,0.003742324,0.001709625,0.230978777,0.097860979,0.05749402,0.353709122,0.18265073,0.035716256,0.0,0.000931144,0.034246234,0.000594597,0.63794219,0.879503914,0.758723052,1.12357e-05,7.19735e-05,0.63180169,0.295467198,0.60958437,0.088969952,0.00613633,0.05043282,0.824979427,0.325372539,0.02139562,0.013814521,0.011271462,0.013814521,0.016186673,0.007134429,0.528579144,0.033568181,0.053001969,0.040672633,0.003906078,0.005222975,0.224931131,0.079542628,0.017204262,0.014115303,0.040526778
AIP,0.001602627,0.177784612,0.00499579,0.167489945,0.085401492,0.028266977,0.020533602,0.003305208,0.004305727,0.071266807,0.03980966,0.001438774,0.100754965,0.002504076,0.001441749,0.0,0.000324947,0.0,0.0,0.064461695,0.032230847,0.034289016,0.025127803,0.00333228,0.0,0.001166328,0.0,0.0,0.0,0.0,0.0,2.75549e-06,0.0,0.0,0.0,0.0,0.079312929,2.94458e-05,0.02851683,0.030741591,0.001661203,0.020465739,0.0,0.0,0.0,0.00485771,0.0,0.037910779,0.001474258,0.0,0.0,0.0,0.001663074,0.0,0.0,0.0,0.0,0.008580341,0.039485547,0.486595031,0.041829649,0.630972509,0.355623613,0.0,0.014513816,0.076322997,0.0,0.230393967,0.115196984,0.029823325,0.391946684,0.030763284,0.0,1.548397199,0.009047304,0.0,0.0,0.143234495,0.089688492,0.023894083,0.046999882,0.07594784,0.0,0.008624039,0.00325379,3.91722e-05,0.299218592,0.253374015,0.276296303,0.0,0.0,0.097267529,0.042743006,0.068771718,0.064006936,0.012305367,0.098458215,0.0,0.065990552,0.014759817,0.037925598,0.025868388,0.037925598,0.006009991,0.0,0.239299167,0.017642018,0.097372807,0.047998529,0.003730073,0.00286893,0.0,0.0,0.0,0.0,0.024318756
MDThal,0.018834743,0.485044995,0.050110956,0.097836727,0.070927469,0.054211849,0.030251517,0.028116795,0.001241907,0.051375587,0.030121711,0.010655087,0.034037879,0.049753896,0.004751196,0.439021195,0.197342789,0.0,0.014588196,0.055129942,0.035710156,0.025928375,0.015263701,0.025410322,0.0,0.000431341,0.011774301,0.012148434,0.0,0.002812283,0.001406142,0.001062954,0.0,0.015336948,0.052704424,0.007266115,0.438185976,0.003296209,0.007217961,0.014257951,0.050198098,0.052599492,0.006854323,0.005312722,0.006854323,0.027565,0.024773902,0.100800308,0.003874819,0.007668049,0.002004279,0.00168562,0.039488938,0.004632652,0.013371579,0.002428529,0.001993207,0.134788874,0.286297025,1.737705331,0.032886355,0.180755535,0.116853743,0.07881407,0.039728116,0.021692362,0.0,0.153651468,0.083294762,0.008068041,0.103554213,0.132900748,0.004420386,2.003571073,0.083163543,0.000505779,0.054668826,0.014121654,0.007391669,0.109351393,0.057981504,0.018816036,0.0,0.0,0.013914235,0.011249481,0.06072471,0.187940729,0.12433272,0.00145995,6.04104e-05,0.074944232,0.116034712,0.091340819,0.382567736,0.004187142,0.040224666,0.108165114,0.24953524,0.048136132,0.000920729,0.002956089,0.000920729,0.016625575,0.0,0.392222677,0.0,0.02655891,0.006639727,0.000530008,0.019704438,0.017371855,0.03284869,0.002479965,0.0,0.089948098
DpMe,0.0,0.0,0.000942072,0.0,0.0,0.0,0.004546783,0.074429152,5.63053e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006105006,0.0,0.0,0.0,0.0,0.0,0.0,0.047184028,0.0,0.004202113,0.000155815,0.0,0.0,0.0,0.0,0.007228381,0.0,0.0,0.0,0.0,0.059496342,0.0,0.0,0.0,0.0,0.004719895,0.0,0.0,0.0,0.006956214,0.059540673,0.0,0.000453415,0.000889819,0.000287887,0.000160994,5.61488e-05,0.0,2.6011e-05,0.0,0.0,0.00509696,0.0,0.0,0.022387375,0.0,0.0,0.0,0.019763453,0.165677675,0.0,0.0,0.001441191,4.72443e-05,0.000321492,0.005393013,0.0,0.511167414,0.102044632,0.0,0.0,0.0,0.0,0.0,0.0,0.163892289,0.067199455,0.021364057,0.0,0.0,0.0,0.0,0.0,0.001125237,0.0,0.0,0.0,0.0,0.081817284,0.0,0.0,0.0,0.0,0.004739178,0.0,0.0,0.0,0.060452267,0.590901743,0.034903402,0.035621121,0.0,0.0,0.0,0.00063232,0.0,0.0,0.0,0.0,0.065903158
Au,0.000746356,0.034612244,0.000549127,0.009237747,0.009704462,0.024997542,0.001761592,0.002330368,0.266098204,0.005782465,0.0061386,0.000492788,0.001464571,0.012467414,0.000709909,0.208709868,0.00152155,0.010719703,0.053436503,0.043327671,0.021735514,0.00987528,0.005143238,0.004540564,1.80004e-05,0.000160523,0.000259061,1.1234e-05,0.01552229,0.022021516,0.018771903,0.000215455,0.0,0.007941485,0.00310305,0.007469645,0.038476393,2.76325e-05,0.037772746,0.023808419,0.004284117,0.005697089,0.0,0.000264675,0.0,0.000294176,0.011385002,0.010116054,0.000146599,0.004939486,0.002765135,0.057591721,1.00451e-05,0.13510341,0.026271013,0.030328499,0.009967196,0.000623639,0.004706327,0.099640363,0.009176366,0.023587358,0.016879645,0.00389416,0.002905105,0.090130302,0.668274437,0.059939702,0.058550887,0.005284582,0.035332158,0.023687381,0.000491622,0.910553466,0.010857789,0.007351583,0.196773866,0.035158755,0.019442813,0.026718188,0.013535291,0.229565832,0.0,0.054375048,0.001312497,6.2902e-05,0.186045806,0.250796045,0.218420926,0.00261928,1.57442e-06,0.03489875,0.012282544,0.028306493,0.144241055,0.000959955,0.042237285,0.002617508,0.022402908,0.004780806,0.000302801,0.003421109,0.000302801,0.041265533,0.19342067,0.027136373,0.006934579,0.387653033,0.19563381,0.543896293,0.000103258,0.506257237,0.08828306,0.12303363,0.037893708,0.007934825
BLP,0.029137849,0.575333181,0.001461777,0.071484712,0.060952054,0.06945206,0.0,0.0,0.011046229,0.156631361,0.089659484,0.001562859,0.030326735,0.085736315,0.0,2.054216654,0.0,0.000240166,0.064111838,0.030638723,0.016187431,0.110993374,0.062430877,0.0,0.0,0.0,0.00410876,0.0,0.016260585,0.065950188,0.041105387,0.0,0.002542278,0.022101639,0.029381832,0.0213427,0.000123966,0.000876459,0.021027628,0.089579072,0.056005098,0.0,0.000523259,0.000517068,0.000523259,0.0,0.000167163,0.231554807,0.000219132,0.007343604,0.003395008,0.000404141,0.0,0.076254761,0.014287838,0.001961946,0.001041355,0.0,0.297242274,3.242650737,0.014752558,0.350674217,0.276814271,0.042854762,2.41862e-05,0.0,0.006210621,0.041228457,0.020614228,0.028375694,0.281330685,0.381301754,0.0,6.248227759,0.0,0.050769603,0.0,0.0,0.060759106,0.483934721,0.265330338,0.0,0.0,0.0,0.059026794,0.0,0.29225642,0.760232203,0.526244312,3.20474e-06,0.004661251,0.175498766,0.288799369,0.203565962,0.0,0.030269377,0.019924074,0.0,0.652396534,0.0,0.005065421,0.003948709,0.005065421,0.0,0.0,1.238836465,0.0,0.062530607,0.028251201,0.030684145,0.0,0.0,0.0,0.014922202,0.006400346,0.0
BLA,0.014568925,0.287666591,0.000730888,0.035742356,0.030476027,0.03472603,1.11139e-05,0.0,0.005523114,0.07831568,0.044829742,0.00114416,0.015163367,0.042868158,0.0,1.027108327,0.0,0.000120083,0.032055919,0.015319362,0.008093715,0.055496687,0.031215438,0.0,3.22487e-05,0.0,0.00205438,0.0,0.008130292,0.032975094,0.020552693,1.52624e-05,0.001271139,0.011050819,0.014690916,0.01067135,6.19829e-05,0.00043823,0.010513814,0.044789536,0.028002549,0.0,0.00026163,0.000258534,0.00026163,0.0,8.35817e-05,0.115777404,0.000109566,0.003671802,0.001697504,0.00020207,1.25429e-05,0.038127381,0.007143919,0.000980973,0.000520677,0.0,0.148621137,1.621325369,0.020033283,0.175337109,0.138407135,0.021427381,0.000315184,0.0,0.092215853,0.347943345,0.236748315,0.162603065,0.332460231,0.190650877,0.258972586,3.124113879,0.0,0.0531374,0.869516436,0.31959362,0.209719629,0.24196736,0.140262939,0.000306896,0.0,0.00147971,0.029513397,0.0,0.14612821,0.380116102,0.263122156,0.000137433,0.003813618,0.087749383,0.144399684,0.101782981,0.0,0.033562737,0.174180674,0.0,0.326198267,0.000733845,0.002821257,0.002193351,0.002821257,0.0,0.0,0.619418232,0.0,0.031265304,0.0141256,0.039936992,0.0,0.682645477,0.0,0.007461101,0.005637848,0.0
BMA,0.0,0.139857886,0.006192443,0.0,0.0,0.0,0.002107184,0.0,0.0,0.0,0.002755636,0.030262734,0.012495225,0.0,0.051114036,0.0,5.08225e-05,0.000949097,0.005422837,0.016950545,0.008475272,0.006801705,0.005937814,2.68721e-05,1.12019e-07,6.74028e-07,0.010571323,0.0,0.0,0.0,0.0,4.73873e-06,0.010927522,0.0,0.001523397,0.0,0.001503639,0.0,0.007277917,0.050304873,0.0,0.002885537,0.0,0.0,0.0,2.78204e-05,3.19731e-05,0.054738726,5.85616e-06,0.0,1.28849e-05,0.0,0.000508895,0.0,0.0,0.0,5.83444e-07,0.000265181,0.0,0.751102085,0.131128847,0.082179991,0.063163637,0.126009343,0.003506312,0.003728788,0.008673861,0.756774764,0.467808371,0.363585751,0.240413815,0.000871187,0.543363786,0.0,0.00042138,0.056915594,0.164704066,0.704581446,0.393893756,0.327558254,0.278452972,0.003865831,0.0,0.000208334,0.05678949,0.00048706,0.0,0.0,0.0,1.15709e-05,0.020332865,0.0,0.004515951,0.004108771,0.009772533,0.001473596,0.120370168,1.877860488,0.0,0.004868274,0.0,0.0,0.0,0.001631057,0.002788377,0.559396492,0.001655899,0.0,0.0,0.0,0.003619738,0.077104337,0.003320599,0.0,4.5633e-05,0.010562789
CA,0.002749886,0.387689087,0.0,0.026166441,0.024971262,0.032660985,0.000575754,0.0,0.001950478,0.062224009,0.035795475,3.83856e-07,0.020443391,0.017605452,0.0,0.790790361,5.24008e-07,0.00083812,0.034552866,0.009303533,0.005355312,0.048829006,0.027539845,0.0,5.08149e-06,0.0,0.000160873,0.001932989,0.010679465,0.022745775,0.01671262,0.0,0.0,0.003472251,0.014372807,0.007273785,0.0,0.000625189,0.012837134,0.048824165,0.018271858,0.002969737,0.001779582,0.001480379,0.001779582,0.0,0.000328711,0.199203914,0.000481988,0.014640064,0.00443644,0.00391431,0.003583372,0.029940224,0.008705055,0.002286787,0.001477671,0.0,0.008666783,0.828558262,0.011283663,0.0,0.039738201,0.194107607,0.00036456,0.04466233,0.0,0.0,0.0,0.0,0.0,0.011523098,0.0,1.510641427,0.003995503,0.000409542,0.0,0.0,0.0,0.000270115,0.000135058,0.047067741,0.0,0.001304299,0.0,0.009020411,0.016171381,0.027292708,0.021732045,0.0,0.0,0.018115844,0.003205973,0.001996617,0.069065796,0.002364342,0.0,0.0,0.029163904,0.004267967,0.003881105,0.002716208,0.003881105,0.000502486,0.0,1.262276629,0.003913764,0.00884298,0.017572553,0.007134475,0.002221037,0.0,0.078309009,0.00023103,0.0013753,0.011331648
Cl,0.041819693,0.0,0.009258466,0.0,0.0,0.0,0.101664669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000258042,0.0,0.003032798,0.001465227,0.000163512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062145524,0.000360719,0.0,0.0,0.0,0.124982279,0.003307867,0.002205245,0.003307867,0.015130967,0.0,0.0,0.0,0.0,0.0,0.0,0.001028528,0.0,0.0,0.0,0.0,0.012503076,0.704544746,0.0,0.188955369,1.069983592,1.05575773,0.13021353,0.067004049,0.0,0.331283088,0.482781949,0.333586365,0.110890744,0.129127457,0.549397407,0.0,0.0,0.0,0.0,1.419555107,2.95303208,1.716416198,1.433348403,0.757542366,0.005252225,0.0,0.006945275,0.030727809,0.000683956,1.149956297,1.624981631,1.387468964,0.0,0.0,0.006302815,0.220934701,0.14119996,0.316597082,0.238984351,1.339533244,2.111329114,0.557007883,0.120618601,0.547182101,0.440513639,0.547182101,0.038413975,0.0,0.649079752,0.115446656,3.630893226,1.130961445,0.151621171,0.008948182,0.900594051,0.517123064,0.354270482,0.345134648,0.142952333
PMCo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044511928,0.000403017,0.0,0.147075727,0.0,0.0,9.54044e-05,0.0,0.0,0.0,0.0,0.0,8.44828e-06,0.0,1.12684e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0010065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000116403,6.019e-05,0.0,2.00997e-05,0.0,4.08395e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35582e-05,0.0,0.0,0.002797799,9.66505e-05,0.0,0.0,0.002399315,0.001199657,0.407748446,0.036350542,0.0,0.508120807,0.0,0.0,0.026109548,0.0,0.430562021,0.236173748,0.111228452,0.093104839,0.0,0.0,0.0,0.059910197,0.0,0.0,0.0,0.0,0.0,0.024707712,0.0,0.0,0.0,0.0,0.0,0.0,0.881757234,0.0,0.0,0.0,0.0,0.0,0.000222819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPu,0.0,0.0,4.1192e-05,0.0,0.0,0.0,6.73081e-06,0.0,0.0,0.0,0.0,3.39221e-05,0.0,0.0,0.0,0.0,0.0,0.000268871,0.0,0.0,0.0,0.0,0.0,1.91891e-05,0.0,2.19729e-07,8.73885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62913e-05,0.0,0.0,0.0,0.0,5.91236e-05,4.19824e-05,5.91236e-05,0.0,0.000179201,0.0,0.000160877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77092e-06,0.0,0.0,0.0,0.0,0.009178084,0.011599238,0.068206782,0.0,0.0,0.000518139,0.005876258,0.00367682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002188144,0.0,0.0,0.00038507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029420893,0.164481596,0.0,0.0,0.0,0.0,0.01312712,0.063223559,0.0,0.0,0.0
PnO,0.006030805,0.0,0.016318172,0.002826325,0.002360109,0.002130338,0.004437384,0.020557499,0.001752045,0.0,0.000535726,0.000405594,0.0,0.003508781,0.000304037,0.0,0.043933673,0.055487776,0.005962777,0.027193535,0.023725907,0.002271172,0.001135586,0.020783875,0.00059822,6.74605e-05,0.017474997,0.012537561,0.013118057,0.017878926,0.015498491,0.000557695,0.027254052,0.001678307,0.002607303,0.003968781,0.145961672,0.001317207,0.003073542,0.005212616,0.003675375,0.007139133,0.001075471,0.000902672,0.001075471,0.001342896,0.013167019,0.0,0.001611794,0.001446697,0.001225789,0.005000698,0.010924546,0.002562863,0.0005542,0.001128814,0.000479289,0.043819381,0.002991329,0.0,0.031899505,0.000181829,0.000708256,0.0,0.006974758,0.037103137,0.001060121,0.0,0.000171758,4.94283e-05,0.0,0.000469725,0.000211713,0.0,0.020490823,0.051892065,0.005789362,0.017769156,0.013955007,0.000541463,0.000270731,0.034822292,0.000358964,4.95492e-05,0.015783573,0.015928912,0.004083619,0.003299418,0.003691519,0.000561696,0.014143103,0.000310348,0.001246046,0.001676424,0.151634597,0.000882616,0.001387329,0.0,0.000997458,0.006752903,0.000953591,0.000737595,0.000953591,0.002410036,0.01701149,0.0,0.002245769,0.000532338,0.000763247,0.002914799,0.01146039,0.001497601,0.000426838,0.000840595,0.000465916,0.054467873
Hipp,0.000534353,0.001238829,0.00033344,0.000200873,0.000130879,0.000163041,7.48089e-05,0.0,0.0,0.000365614,0.000213716,4.23778e-05,0.0,4.01447e-06,6.82167e-05,0.0,0.0,0.554807583,0.0,0.0,0.0,5.5197e-05,5.54243e-05,8.39331e-05,0.014902222,0.001598666,0.117594491,8.10042e-05,0.0,0.0,0.0,0.0,0.036075098,0.0,0.000253567,0.0,0.0,0.000724096,0.000111406,0.000615348,0.000266534,0.000327621,0.001771373,0.001180916,0.001771373,0.000169612,0.000630443,0.000576454,0.0005322,0.0,3.49752e-06,0.00050761,0.00033751,0.0,1.1811e-05,0.0,0.0,0.0,0.004321084,0.010902285,0.002620586,0.0,0.0,0.002072057,0.000340951,0.0,0.0,0.00652823,0.003454939,0.001540704,0.000385091,0.0,0.002438801,0.0,7.95711e-05,1.171928625,0.005780902,0.04248574,0.041925097,0.000592722,0.000792461,0.0,0.013976653,0.002152416,0.155679365,0.000382002,0.0,0.009900727,0.004950363,0.0,0.013005387,0.0,0.000333825,0.001609062,0.000549072,0.009170288,0.000595825,0.004402306,0.004959436,0.000764346,0.000291256,0.000498829,0.000291256,0.001467927,0.0,0.004287021,0.0,0.0,0.000744235,0.021384175,0.001320745,0.0,0.000106065,0.000244085,9.83442e-05,0.000310831
Ect,0.0,0.024868791,6.29422e-05,0.0,0.002352374,0.0,0.000163451,5.06553e-05,0.009263567,0.0,0.002733012,2.94194e-06,4.36386e-05,0.0,0.0,0.0,0.0,0.012730725,0.082018279,0.060267326,0.030133663,0.008788878,0.004394439,0.000741598,0.0,5.67459e-06,0.0,0.0,0.0,0.0,0.0,0.000335808,0.002202157,0.000133139,0.003381231,0.0,0.046346299,0.000221119,0.0,0.005260481,0.004955998,0.004841966,0.0,0.0,0.0,0.0,0.004164115,0.009999318,0.0,0.0,0.0,0.001204682,0.0,0.0,0.0,0.0,0.0,0.0,0.001266255,0.0,0.009899239,0.0,0.0,0.0,0.002139881,0.023140448,0.178227179,0.033976671,0.096164538,0.0,0.020801885,0.049376041,0.0,0.0,0.000278121,0.0,0.0,0.0,0.0,0.0,0.0,0.054990117,0.0520762,0.045768289,0.000575176,0.0,0.0,0.0,0.0,0.001841033,0.0,0.0,0.013181307,0.011231204,0.118071475,0.0,0.0,0.0,0.016573272,0.00685271,0.035968751,0.042210336,0.035968751,0.0,0.026612574,0.0,0.0,0.0,0.0,0.005508773,2.55962e-06,0.315822485,0.0,0.126119997,0.090472731,0.002139937
LEnt,0.014869325,0.160485859,0.0,0.0,0.001481203,0.006134699,0.000107374,0.0,0.002191012,0.022410123,0.011478131,0.003572212,0.001586087,0.000324518,0.007105787,0.0,0.0,0.039146588,0.025303964,0.23100645,0.139358414,0.013778162,0.009109745,0.0,0.000423927,4.91164e-06,0.007540041,0.0,0.0,0.016193008,0.008096504,0.0,0.011044586,0.0,0.000842642,0.0,0.0,0.003271566,0.019932619,0.059373818,0.002437286,0.0,0.003980499,0.003240119,0.003980499,1.46629e-06,0.000134608,0.036637577,9.44893e-05,0.0,0.0,0.004166524,0.0,0.010230317,0.0,0.009320716,0.003606763,9.36974e-05,0.059513577,0.492017268,0.0,0.032323406,0.039714927,0.079992797,0.000546982,0.000154499,0.072901123,0.367611402,0.239404815,0.090726917,0.079285213,0.065205322,0.198404936,0.552678809,0.0,0.404364896,0.338314305,1.696756538,1.014236262,0.28444101,0.183768533,0.0,0.0,0.001060179,0.019573962,0.001528589,0.032788176,0.13313113,0.082959653,2.93436e-05,0.018079075,0.023434693,0.030525626,0.044065302,0.0,0.049410817,0.253804776,1.107646477,0.046072578,0.000556308,0.040018626,0.033653479,0.040018626,0.000106373,0.0,0.169013421,0.000220547,0.020950905,0.010513036,0.056888637,0.000579298,0.211546301,0.008965381,0.095978434,0.061234982,0.0
Ent,0.007434662,0.08024293,0.0,0.0,0.000740602,0.00306735,0.000124939,0.0,0.001095506,0.011205061,0.005739065,0.001786106,0.000793044,0.000162259,0.003552893,0.0,0.0,0.060201094,0.012651982,0.13651629,0.126072774,0.006889081,0.004554872,0.0,0.001945015,3.02428e-05,0.003827341,0.0,0.0,0.008096504,0.004048252,0.0,0.008765549,0.0,0.000421321,0.000664195,0.0,0.00736316,0.009966309,0.029686909,0.001218643,0.0,0.00199025,0.00162006,0.00199025,5.79297e-06,6.73039e-05,0.018318789,4.72447e-05,0.0,0.0,0.002083262,0.0,0.005115158,0.0,0.004660358,0.001803382,4.68487e-05,0.029756788,0.246008634,0.0,0.016161703,0.020235965,0.039996398,0.000402699,7.72497e-05,0.036450562,0.183805701,0.119702407,0.045363458,0.039642606,0.038041418,0.099202468,0.276339404,2.99038e-06,0.409792581,0.226604884,0.848378269,0.542041548,0.142220505,0.091884266,0.0,0.050014482,0.002361737,0.009786981,0.001361071,0.016394088,0.066565565,0.041479827,1.46718e-05,0.009039538,0.011717347,0.015262813,0.022032651,0.0,0.071816278,0.126902388,0.553823238,0.023036289,0.000299605,0.04045722,0.036530353,0.04045722,0.001530809,0.0,0.08450671,0.000110273,0.010475452,0.005256518,0.028444318,0.000289649,0.172146317,0.004482691,0.063625949,0.056473542,0.0
DEn,0.00233915,0.0,0.00055669,0.0,0.0,0.0,0.006502987,0.0,0.0,0.0,0.0,0.001525325,0.0,0.0,0.003300333,0.0,9.22001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000152557,1.46425e-05,7.91093e-05,0.001245929,0.0,0.0,0.0,4.11848e-05,0.0,0.0,0.0,0.0,0.0,1.30121e-07,0.0,0.0,0.0,0.003241381,0.001708938,0.001139292,0.001708938,0.00030344,0.0,0.0,5.53023e-05,0.0,0.0,0.0,0.000434692,0.0,0.0,0.0,0.0,5.09411e-05,0.0,0.0,0.020174359,0.0,0.0,0.0,0.015206651,0.011554001,0.0,0.0,0.0,0.131956647,0.008580833,0.0,0.481146777,0.0,0.000714883,0.007613988,0.0,1.502832643,0.869551803,0.27654613,0.138273065,0.011554001,0.0,0.000716032,0.0,0.001334945,0.0,0.0,0.0,0.0,0.006306743,0.0,0.0,0.0,0.024304045,0.006110806,0.0,0.0,0.0,0.001128896,0.008030476,0.005942264,0.008030476,0.002829498,0.0,0.0,0.005193686,0.0,0.016984781,0.000958433,0.000239263,0.0,0.0,0.001723894,0.003356545,0.010938584
En,0.001169575,0.0,0.000867669,0.0,0.0,0.0,0.004467559,0.006788376,0.0,0.0,0.0,0.000762662,0.0,0.0,0.001650166,0.0,8.69617e-05,0.000400278,0.0,0.0,0.0,0.0,0.0,0.007619072,0.000208184,0.001238135,0.005491199,0.000622964,0.0,0.0,0.0,0.00014729,0.0,0.0,0.0,0.0,0.011095262,8.63393e-05,0.0,0.0,0.0,0.002151122,0.000854469,0.000569646,0.000854469,0.00015172,0.009786944,0.0,0.000332066,0.0,0.0,0.0,0.000217346,0.0,0.0,0.0,4.38348e-05,0.003048223,0.0,0.0,0.128073724,0.0,0.0,0.0,0.029924294,0.005777001,0.0,0.0,0.0,0.899048233,0.044196702,0.0,2.205412877,0.0,0.000530668,0.068120904,0.0,4.763024965,2.64239137,0.138273065,0.069136532,0.005777001,0.0,0.000448536,0.0,0.000667473,0.0,0.0,0.0,0.000407562,0.013479777,0.0,0.0,0.0,0.012152022,0.003055403,0.026840046,0.0,0.0,0.008182209,0.004015238,0.002971132,0.004015238,0.003132732,0.010315996,0.0,0.002596843,0.0,0.00849239,0.000479217,0.00143406,0.0,0.135199411,0.000861947,0.001678273,0.014648232
IC,0.0,0.001041223,0.030046589,0.001143291,0.001053195,0.000119655,0.003359032,0.094675476,0.000190916,3.70417e-05,1.85208e-05,0.000515819,0.001434244,0.002837056,4.54094e-06,0.041675367,0.138210578,0.002439113,0.0,0.0,0.0,0.001014512,0.000507256,0.159707878,0.0,0.00766712,0.003951873,0.000346371,0.004774548,0.0,0.002387274,0.003795951,0.0,0.000224953,0.000220737,0.0,0.983015726,0.000121915,0.0,0.000946301,0.000229504,0.006657846,0.0,0.0,0.0,0.001641622,0.57448384,0.014637842,0.019723337,0.001797527,0.001298774,0.000366325,8.99185e-05,0.0,0.000841099,0.0,8.43145e-05,0.020853204,0.0,0.0,0.032829247,0.001929131,0.001669106,0.0,0.004521786,0.098133204,0.005379157,0.001489512,0.000744756,0.000465314,0.008157598,0.003067979,0.0,0.03854541,0.056243589,0.001538418,0.0,0.0,0.0,0.0,0.0,0.200878177,0.0,0.03329413,0.0,0.000661637,0.0,0.0,0.0,0.006421831,0.0,0.0,0.0,0.0,1.110133617,0.000347567,0.0,0.001027292,0.0,0.005875545,0.0,0.0,0.0,0.009159298,1.132773305,0.047738144,0.052820782,0.002696829,0.002103806,0.000186971,0.000258765,0.000378904,0.000822481,0.007659149,0.000310265,0.014339292
LDThal,0.024228698,0.0,0.000233396,0.0,0.0,0.0,1.07026e-05,6.45966e-05,0.000180522,0.0,0.0,0.000363169,0.0,0.0,0.000578221,0.0,0.0,0.0,0.0,0.0,9.49724e-05,0.0,0.0,0.000249333,0.0,0.000168794,0.00023415,0.0,0.0,0.0,0.0,6.40876e-05,0.0,0.0,0.0,0.0,0.005682844,0.000646843,0.0,0.002800699,0.001108316,0.0,0.020964697,0.013976465,0.020964697,0.0,0.00156446,0.0,0.001117819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000124813,6.81703e-06,0.10009345,0.0,0.00018496,0.0,0.0,0.0,9.77427e-05,0.0,0.0,0.0,0.00449999,0.000506063,0.004291714,0.0,0.000133997,0.55712461,0.0,0.0,0.006340461,0.028167868,0.053761054,0.0,0.000335075,0.000411687,0.006463463,0.001463877,4.07142e-05,0.0,0.188172291,0.167694556,0.177933423,0.000297509,0.0,0.0,0.0,0.0,0.006661211,0.606645279,0.003431344,0.0,0.00176405,0.0,0.595491496,0.473293374,0.595491496,0.024660507,0.000231271,0.0,0.0,0.0,0.0,0.003232105,0.0,0.0,0.0,0.05250012,0.023930637,0.000370966
